390	12
391	16
392	22
393	9
394	14
395	5
396	1
397	4
398	180
399	3
400	6
401	18
402	10
403	11
404	17
405	20
406	19
407	24
408	28
409	38
410	36
411	44
412	31
413	46
414	34
415	25
416	33
417	41
418	50
419	43
420	40
421	48
422	26
423	49
424	42
425	23
426	30
427	27
428	57
429	58
430	56
431	55
432	53
433	52
434	54
435	59
436	66
437	61
438	69
439	62
440	70
441	68
442	65
443	60
444	63
445	64
446	67
447	57
448	58
449	56
450	55
451	53
452	52
453	54
454	77
455	85
456	76
457	83
458	71
459	86
460	98
462	134
463	119
464	88
467	73
468	133
469	105
470	107
471	92
472	103
473	100
474	106
475	84
476	96
477	118
478	82
479	80
480	75
481	121
482	129
483	101
484	130
485	72
486	144
487	93
488	142
489	81
490	114
491	116
492	87
493	138
494	128
495	135
496	89
497	115
498	124
499	113
500	104
501	108
502	122
503	99
504	111
505	91
506	132
507	137
508	117
509	125
510	95
511	97
512	90
513	79
514	126
515	110
516	109
517	145
518	123
519	140
520	102
521	112
522	136
523	141
524	77
525	74
526	85
527	76
528	83
529	71
530	86
531	98
532	78
533	134
534	119
535	88
536	120
537	94
538	73
539	133
540	105
541	107
542	92
543	103
544	100
545	106
546	84
547	96
548	118
549	82
550	80
551	75
552	121
553	129
554	130
555	72
556	81
557	114
558	116
559	87
560	138
561	128
562	135
563	115
564	124
565	113
566	108
567	122
568	99
569	95
570	97
571	90
572	126
573	110
574	145
575	123
576	143
577	159
578	170
579	155
580	146
581	157
582	171
583	152
584	167
585	78
586	120
587	94
588	187
589	187
590	187
591	187
592	187
593	187
594	187
595	1
596	3
597	4
598	8
599	14
600	10
601	16
602	9
603	12
604	13
605	6
606	10
607	5
608	20
609	10
610	6
611	9
612	17
613	14
614	15
615	11
616	9
617	20
618	180
619	23
620	30
621	27
622	189
623	189
624	35
625	43
626	190
627	42
628	25
629	40
630	41
631	192
632	190
633	35
634	40
635	191
636	50
637	48
638	33
639	42
640	26
641	193
642	188
643	49
644	30
645	30
646	23
647	27
648	30
649	30
650	51
651	55
652	55
653	53
654	56
655	57
656	52
657	52
658	54
659	58
660	57
661	58
662	54
663	194
664	52
665	52
666	53
667	57
668	58
669	52
670	56
671	53
672	54
673	58
674	53
675	57
676	119
677	71
678	86
679	74
680	106
681	93
682	81
683	87
684	95
685	124
686	122
687	85
688	95
689	88
690	104
691	94
692	94
693	92
694	102
695	101
696	109
697	89
698	103
699	117
700	98
701	88
702	105
703	96
704	84
705	74
706	128
707	131
708	90
709	119
710	76
711	78
712	75
713	123
714	94
715	117
716	83
717	133
718	93
719	80
720	130
721	114
722	140
723	82
724	144
725	103
726	107
727	121
728	72
729	77
730	90
731	116
732	100
733	135
734	88
735	134
736	118
737	73
738	108
739	111
740	99
741	113
742	115
743	91
744	143
745	143
746	148
747	153
748	156
749	149
750	151
751	168
752	169
753	150
754	167
755	146
756	152
757	159
758	157
759	155
760	170
761	146
762	155
763	187
764	199
765	199
766	200
767	200
768	200
769	201
770	201
771	202
772	202
773	203
774	203
775	203
776	13
777	15
778	15
779	11
780	14
781	10
782	20
783	11
784	18
785	11
786	190
787	40
788	41
789	191
790	35
791	50
792	42
793	189
794	50
795	25
796	189
797	192
798	189
799	33
800	42
801	40
802	196
803	196
804	196
805	205
806	206
807	207
808	208
809	209
810	210
811	211
812	212
813	213
814	214
815	215
816	216
817	199
818	199
819	200
820	200
821	201
822	201
823	202
824	202
825	203
826	203
827	134
828	77
829	119
830	129
831	88
832	85
833	76
834	83
835	86
836	71
837	105
838	143
839	143
840	192
841	189
843	88
844	130
845	72
846	222
847	220
848	221
849	223
850	224
851	227
852	231
853	229
854	230
855	228
856	225
857	232
858	226
859	240
860	249
861	241
862	244
863	256
864	292
865	276
866	287
867	271
868	275
869	277
870	260
871	272
872	264
873	290
874	281
875	294
876	278
877	289
878	286
879	284
880	255
881	268
882	291
883	285
884	267
885	288
886	259
887	262
888	263
889	261
890	270
891	269
892	282
893	293
894	258
895	280
896	254
897	295
898	298
899	129
