30058	49
16295	9
6976	9
18394	37
1893	37
28796	37
18094	49
9716	49
13057	49
11061	49
19996	49
27158	49
12858	49
17507	49
11174	49
9297	49
15158	9
12117	21
1014	21
8026	21
33579	16
22283	23
29676	23
9507	11
14783	23
5617	23
37345	23
27672	23
24705	11
33934	23
4122	23
7382	23
172	23
29137	16
17143	16
10743	38
34054	38
6457	38
33621	38
16847	38
2907	7
8065	7
26928	7
2747	7
438	7
37408	23
20250	23
15305	23
4211	23
34600	11
22455	11
21651	23
32747	23
14237	23
31795	23
26375	23
35273	11
19265	23
26969	23
37557	23
30020	23
37567	23
31458	23
31972	23
34672	11
22621	23
30684	23
10369	23
24698	23
33649	23
36687	23
6798	23
23655	11
26220	23
543	23
2393	14
20835	32
7853	14
36724	14
35085	14
36887	14
31685	14
16735	14
30378	14
18339	14
8244	11
7708	23
31724	23
35970	11
1038	23
32240	23
25777	11
307	23
15664	1
7570	1
36240	1
35119	1
22031	1
10435	1
10460	1
10767	1
12970	1
29429	1
4264	1
10592	1
17541	1
10427	1
8532	1
37527	1
3334	1
1044	1
23927	1
27141	1
3711	1
32886	1
6357	1
15228	1
4157	1
16861	1
35723	1
1337	1
3423	1
26171	1
33385	1
22389	1
22917	1
21411	1
8788	1
36170	1
19070	1
30960	1
12291	1
3057	1
34447	1
27799	1
7090	1
28578	1
1465	1
26937	1
7423	1
13979	1
2315	1
9028	1
6856	1
22016	1
15229	1
36963	1
37565	1
10240	1
15153	1
16736	1
4290	1
31523	1
29099	1
32601	1
11632	1
36999	1
32782	1
18529	1
27934	1
26535	1
19221	23
21412	23
32321	23
36215	23
14013	23
26677	23
19754	23
4018	23
26781	23
38208	23
26899	23
35054	35
2038	23
4238	23
30532	11
7568	23
28995	11
26790	23
32273	23
22931	23
12976	23
2258	11
24640	23
33860	23
12923	23
20151	23
35267	23
37472	23
36827	23
10025	23
14628	23
23182	23
3058	23
3937	23
32204	11
24589	11
22524	23
19279	23
8474	23
14161	23
2829	23
28912	23
3781	23
123	23
7419	11
35057	23
9779	23
12894	23
22469	23
37452	23
16024	23
26314	23
32755	11
13058	11
36077	23
23559	23
22911	23
8649	23
23136	23
24079	23
8130	1
6933	1
4914	1
5686	1
13117	1
26930	1
33653	1
24080	1
17275	1
16950	1
34868	36
17039	1
6224	1
36434	1
21559	1
11796	1
21920	1
