283	1
81	2
52	5
66	6
70	2
85	7
88	8
162	9
168	7
176	10
177	6
180	5
183	13
199	16
200	15
204	9
213	17
217	18
218	19
266	5
16	20
25	21
30	10
31	5
41	16
43	5
60	19
61	22
67	4
74	5
91	23
94	23
96	24
106	25
111	23
112	7
119	11
126	26
128	7
130	27
134	6
137	26
140	28
143	7
62	9
166	5
184	7
191	5
195	2
231	16
234	16
237	5
155	7
156	16
158	13
163	31
165	20
174	32
175	33
178	34
179	1
181	1
186	35
187	37
192	38
197	5
241	39
205	33
209	28
210	24
212	28
219	38
220	32
221	5
223	33
224	14
229	7
232	5
235	41
239	42
243	29
244	23
249	43
252	44
253	9
260	16
259	36
261	6
262	23
264	39
265	33
268	43
272	5
275	25
277	46
287	15
289	14
0	14
2	9
4	47
5	48
8	40
9	19
20	2
21	30
27	49
37	26
38	9
42	10
40	8
47	20
59	16
53	37
63	43
65	13
69	13
72	28
73	5
75	23
76	23
79	5
84	39
92	7
230	51
233	43
238	35
250	21
255	40
256	23
276	43
284	35
100	36
103	20
105	52
107	43
113	11
132	11
150	53
153	8
160	5
161	16
97	19
136	23
141	35
151	54
164	5
171	2
196	55
190	41
201	56
198	46
203	7
208	6
215	20
222	7
225	57
226	7
228	24
242	48
245	5
257	32
258	11
267	2
280	5
6	37
10	2
13	13
14	10
17	9
19	1
22	1
45	5
55	5
64	36
68	58
78	58
80	49
82	30
87	1
93	1
95	38
98	1
108	38
114	24
116	2
117	31
121	6
123	6
127	59
133	20
138	49
139	20
142	23
144	9
145	61
147	36
148	19
149	35
167	43
194	23
118	56
110	9
152	16
159	37
211	14
207	13
214	4
216	48
227	13
240	4
254	18
282	37
288	38
3	25
7	38
26	1
34	35
39	27
44	1
48	10
51	47
56	38
58	38
104	5
109	36
115	63
122	42
125	50
131	43
157	10
173	54
169	48
189	52
206	9
263	63
286	1
11	1
24	33
36	33
49	5
89	35
99	13
248	5
273	28
270	5
271	49
281	14
1	11
28	33
172	23
170	21
193	15
236	5
274	5
278	1
35	6
46	40
50	27
54	33
57	16
71	4
83	62
86	62
90	1
101	13
102	4
154	9
120	13
135	9
279	5
285	36
12	30
15	37
23	65
29	47
246	37
247	43
251	43
269	27
146	11
129	4
124	36
32	1
33	1
185	38
188	1
202	47
